,edit_count,sentiment,neg_sentiment,article_sentiment
2009-11-05,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-06,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-07,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-08,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-09,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-10,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-11,0.06666666666666667,-0.007583313186963399,0.016666666666666666,0.0
2009-11-12,0.0,0.0,0.0,0.0
2009-11-13,0.0,0.0,0.0,0.0
2009-11-14,0.0,0.0,0.0,0.0
2009-11-15,0.0,0.0,0.0,0.0
2009-11-16,0.0,0.0,0.0,0.0
2009-11-17,0.0,0.0,0.0,0.0
2009-11-18,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-19,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-20,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-21,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-22,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-23,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-24,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-25,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-26,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-27,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-28,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-29,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-11-30,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-01,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-02,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-03,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-04,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-05,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-06,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-07,0.03333333333333333,0.029464987913767497,0.0,0.0
2009-12-08,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-09,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-10,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-11,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-12,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-13,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-14,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-15,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-16,0.06666666666666667,-0.0034325977166493734,0.03333333333333333,0.0
2009-12-17,0.1,-0.036683168013890585,0.06666666666666667,0.0
2009-12-18,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-19,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-20,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-21,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-22,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-23,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-24,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-25,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-26,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-27,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-28,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-29,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-30,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2009-12-31,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-01,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-02,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-03,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-04,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-05,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-06,0.06666666666666667,-0.06614815592765808,0.06666666666666667,0.0
2010-01-07,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-08,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-09,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-10,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-11,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-12,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-13,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-14,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-15,0.03333333333333333,-0.03325057029724121,0.03333333333333333,0.0
2010-01-16,0.0,0.0,0.0,0.0
2010-01-17,0.0,0.0,0.0,0.0
2010-01-18,0.0,0.0,0.0,0.0
2010-01-19,0.0,0.0,0.0,0.0
2010-01-20,0.0,0.0,0.0,0.0
2010-01-21,0.0,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.0,0.0
2010-01-23,0.0,0.0,0.0,0.0
2010-01-24,0.0,0.0,0.0,0.0
2010-01-25,0.0,0.0,0.0,0.0
2010-01-26,0.0,0.0,0.0,0.0
2010-01-27,0.0,0.0,0.0,0.0
2010-01-28,0.0,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.0,0.0
2010-01-30,0.0,0.0,0.0,0.0
2010-01-31,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0
2010-02-02,0.0,0.0,0.0,0.0
2010-02-03,0.0,0.0,0.0,0.0
2010-02-04,0.0,0.0,0.0,0.0
2010-02-05,0.0,0.0,0.0,0.0
2010-02-06,0.0,0.0,0.0,0.0
2010-02-07,0.0,0.0,0.0,0.0
2010-02-08,0.0,0.0,0.0,0.0
2010-02-09,0.0,0.0,0.0,0.0
2010-02-10,0.0,0.0,0.0,0.0
2010-02-11,0.0,0.0,0.0,0.0
2010-02-12,0.0,0.0,0.0,0.0
2010-02-13,0.0,0.0,0.0,0.0
2010-02-14,0.0,0.0,0.0,0.0
2010-02-15,0.0,0.0,0.0,0.0
2010-02-16,0.0,0.0,0.0,0.0
2010-02-17,0.0,0.0,0.0,0.0
2010-02-18,0.0,0.0,0.0,0.0
2010-02-19,0.0,0.0,0.0,0.0
2010-02-20,0.0,0.0,0.0,0.0
2010-02-21,0.0,0.0,0.0,0.0
2010-02-22,0.0,0.0,0.0,0.0
2010-02-23,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-02-24,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-02-25,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-02-26,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-02-27,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-02-28,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-01,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-02,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-03,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-04,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-05,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-06,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-07,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-08,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-09,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-10,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-11,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-12,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-13,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-14,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-15,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-16,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-17,0.03333333333333333,-0.03331648906071981,0.03333333333333333,0.0
2010-03-18,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-19,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-20,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-21,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-22,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-23,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-24,0.06666666666666667,-0.004120552539825439,0.03333333333333333,0.0
2010-03-25,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-03-26,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-03-27,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-03-28,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-03-29,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-03-30,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-03-31,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-01,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-02,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-03,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-04,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-05,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-06,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-07,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-08,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-09,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-10,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-11,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-12,0.03333333333333333,0.029195936520894368,0.0,0.0
2010-04-13,0.16666666666666666,0.05734114448229472,0.0,0.0
2010-04-14,0.16666666666666666,0.05734114448229472,0.0,0.0
2010-04-15,0.43333333333333335,0.07661120370030403,0.004166666666666667,0.0
2010-04-16,0.43333333333333335,0.07661120370030403,0.004166666666666667,0.0
2010-04-17,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-18,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-19,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-20,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-21,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-22,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-23,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-24,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-25,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-26,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-27,0.4,0.047415267179409665,0.004166666666666667,0.0
2010-04-28,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-04-29,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-04-30,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-01,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-02,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-03,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-04,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-05,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-06,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-07,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-08,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-09,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-10,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-11,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-12,0.4666666666666667,0.043383836497863135,0.020833333333333332,0.0
2010-05-13,0.36666666666666664,-0.016977491229772566,0.05416666666666667,0.0
2010-05-14,0.36666666666666664,-0.016977491229772566,0.05416666666666667,0.0
2010-05-15,0.1,-0.03624755044778188,0.05,0.0
2010-05-16,0.1,-0.03624755044778188,0.05,0.0
2010-05-17,0.1,-0.03624755044778188,0.05,0.0
2010-05-18,0.1,-0.03624755044778188,0.05,0.0
2010-05-19,0.1,-0.03624755044778188,0.05,0.0
2010-05-20,0.1,-0.03624755044778188,0.05,0.0
2010-05-21,0.1,-0.03624755044778188,0.05,0.0
2010-05-22,0.1,-0.03624755044778188,0.05,0.0
2010-05-23,0.1,-0.03624755044778188,0.05,0.0
2010-05-24,0.1,-0.03624755044778188,0.05,0.0
2010-05-25,0.1,-0.03624755044778188,0.05,0.0
2010-05-26,0.1,-0.03624755044778188,0.05,0.0
2010-05-27,0.1,-0.03624755044778188,0.05,0.0
2010-05-28,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-05-29,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-05-30,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-05-31,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-01,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-02,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-03,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-04,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-05,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-06,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-07,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-08,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-09,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-10,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-11,0.03333333333333333,-0.032216119766235354,0.03333333333333333,0.0
2010-06-12,0.0,0.0,0.0,0.0
2010-06-13,0.0,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0,0.0
2010-06-17,0.06666666666666667,0.0331915279229482,0.0,0.0
2010-06-18,0.36666666666666664,0.04515549893732424,0.01111111111111111,0.0
2010-06-19,0.4,0.07807413692827578,0.01111111111111111,0.0
2010-06-20,0.5,0.11035346808256927,0.01111111111111111,0.0
2010-06-21,0.7333333333333333,0.13087970636509083,0.015873015873015872,0.0
2010-06-22,0.7333333333333333,0.13087970636509083,0.015873015873015872,0.0
2010-06-23,0.8666666666666667,0.1593784885825934,0.015873015873015872,0.0
2010-06-24,0.8666666666666667,0.1593784885825934,0.015873015873015872,0.0
2010-06-25,0.8666666666666667,0.1593784885825934,0.015873015873015872,0.0
2010-06-26,0.8666666666666667,0.1593784885825934,0.015873015873015872,0.0
2010-06-27,0.8666666666666667,0.1593784885825934,0.015873015873015872,0.0
2010-06-28,1.0,0.16881731720986187,0.024206349206349207,0.0
2010-06-29,1.0333333333333334,0.19375469060959638,0.024206349206349207,0.0
2010-06-30,1.0333333333333334,0.19375469060959638,0.024206349206349207,0.0
2010-07-01,1.0333333333333334,0.19375469060959638,0.024206349206349207,0.0
2010-07-02,1.0333333333333334,0.19375469060959638,0.024206349206349207,0.0
2010-07-03,1.0333333333333334,0.19375469060959638,0.024206349206349207,0.0
2010-07-04,1.0333333333333334,0.19375469060959638,0.024206349206349207,0.0
2010-07-05,1.0666666666666667,0.2249569433154883,0.024206349206349207,0.0
2010-07-06,1.0666666666666667,0.2249569433154883,0.024206349206349207,0.0
2010-07-07,1.1333333333333333,0.219865097326261,0.040873015873015874,0.0
2010-07-08,1.2,0.22049926193775954,0.05753968253968254,0.0
